Name|Vintage|Grade|Review|Author|Attr_1,Attr_2,...,Attr_n-1,Attr_n,|Price|Country|Region|IssueDate
BERGSTRÖM Chardonnay Willamette Valley Sigrid Reserve|2010|90|Fresh and polished, this vibrant wine reveals a distinct fresh tomato note weaving through the apple and pear fruit. Finishes with tangy acidity. Needs time to come together. Best after 2013. 299 cases made.|–HS|APPLE,PEAR,ACIDITY,FRESH,POLISHED,VIBRANT,|80|Oregon|Oregon|Web Only - 2013
C.H. BERRES Riesling Spätlese Mosel Ürziger Würzgarten|2010|92|Intense mineral and sea salt notes give this a racy allure. Crisp green apple and white cherry are rich and finely textured. This really hums on the finish with ripe citrus and kiwifruit notes. Drink now through 2032. 210 cases made.|–KM|GREEN APPLE,SEA SALT,CITRUS,CHERRY,MINERAL,WHITE,CRISP,INTENSE,RACY,RIPE,|30|Germany|Germany|Feb 29, 2012
BETHEL HEIGHTS Pinot Noir Eola-Amity Hills West Block|2010|92|Dark and spicy, with a floral quality to the blackberry and cherry fruit, all flowing smoothly over an open-weave frame. Lingers with tantalizing deftness. Drink now through 2018. 143 cases made.|–HS|BLACKBERRY,CHERRY,FLORAL,SPICE,DARK,SMOOTH,|50|Oregon|Oregon|Feb 28, 2013
BEYERSKLOOF Pinotage Stellenbosch Traildust Cape Winemakers Guild|2010|92|This is very ripe, but stays restrained, with dark plum, fig and boysenberry notes woven together and layered with charcoal and roasted alder wood notes. There's a nice flash of ganache on the finish. Drink now through 2016. 27 cases made.|–JM|DARK PLUM,BOYSENBERRY,GANACHE,LAYERS,NICE,RIPE,|-1|South Africa|Coastal Region|Web Only - 2012
BIZOE Henriëtta Western Cape|2010|92|Offers gorgeous warm lemon pound cake and chamomile flower aromas, with creamy-textured verbena, brioche, persimmon and white peach flavors that glide through the light toast-kissed finish. There's depth, but this isn't overly weighty. Very suave. Sémillon and Sauvignon Blanc. Drink now through 2013. 230 cases made.|–JM|WHITE PEACH,LEMON,BRIOCHE,CHAMOMILE,LIGHT-BODIED,DEPTH,GORGEOUS,SUAVE,|32|South Africa|Western Cape|Nov 30, 2011
BLOOMS Syrah Rattlesnake Hills|2010|90|A savory style, featuring smoky, earthy notes, with buried berry flavors bubbling up on the finish. Shows depth and finesse. Drink now through 2017. 155 cases made.|–HS|BERRY,SMOKE,DEPTH,FINESSE,SAVORY,|24|Washington|Washington|Apr 30, 2013
BOSCHKLOOF Shiraz Stellenbosch Bakhand Cape Winemakers Guild|2010|93|A captivating beam of blackberry, linzer torte and cassis races along, framed by espresso and ganache and pushed by a racy graphite spine. Echoes of charcoal and smoldering tobacco leaf echo through the finish, and this is dense but racy, loaded with fruit but also focused, with terrific range and intensity. Drink now through 2020. 25 cases made.|–JM|BLACKBERRY,CASSIS,FRUIT,TOBACCO,GANACHE,ESPRESSO,MINERAL,DENSE,BEAM,ECHO,FOCUSED,INTENSITY,RACY,|-1|South Africa|Coastal Region|Web Only - 2012
BOUCHARD FINLAYSON Pinot Noir Walker Bay Galpin Peak|2010|93|Dark in profile for a Pinot, with noticeable intensity to the ripe plum, black currant and blackberry fruit, which melds wonderfully with singed anise, vanilla bean and black tea notes. The long finish has a mouthwatering mineral edge for added length and cut. Drink now through 2016. 1,850 cases made.|–JM|BLACK CURRANT,BLACK TEA,LONG FINISH,BLACKBERRY,PLUM,VANILLA,MINERAL,ANISE,DARK,INTENSITY,LENGTH,MOUTHWATERING,RIPE,|53|South Africa|Walker Bay|Nov 15, 2012
BOUCHARD PÈRE & FILS Beaune White Clos St.-Landry|2010|91|Almost viscous in texture, this honeyed white sports peach, apple and lemon flavors. Both ripe and lively, this ends with accents of honey and mineral. Drink now through 2020. 150 cases imported.|–BS|LEMON,APPLE,PEACH,HONEY,MINERAL,WHITE,ACCENTS,LIVELY,RIPE,TEXTURE,|48|France|Burgundy|Web Only - 2013
CHÂTEAU BROWN Pessac-Léognan White|2010|92|Lemon curd, fennel, yellow apple and melon rind notes course along in this brightly defined white, while verbena and salted butter notes fill in the finish. Racy and pure, this should stretch out in the cellar. Drink now through 2017.|–JM|LEMON CURD,APPLE,MELON,BUTTER,WHITE,PURE,RACY,|35|France|Bordeaux|Web Only - 2013
DOMAINE BRUSSET Côtes du Rhône-Villages White Cairanne Les Travers|2010|90|A ripe, enticing white, featuring lush melon, white peach and pear flavors offset by a blanched almond edge. A twinge of plantain adds length on the finish. Drink now through 2013. 500 cases made.|–JM|WHITE PEACH,MELON,ALMOND,WHITE,ENTICING,LENGTH,RIPE,|19|France|Southern Rhône|Apr 30, 2012
BUNNELL Viognier Wahluke Slope Clifton Vineyard|2010|90|Smooth and spicy, with a curry note weaving through the lychee and apricot fruit. Finishes with finesse. Drink now. 91 cases made.|–HS|APRICOT,LYCHEE,SPICE,FINESSE,SMOOTH,|23|Washington|Washington|Web Only - 2011
BUTY Merlot-Cabernet Franc Columbia Valley|2010|92|Supple, focused and distinctive for its exotic spice and guava overtones around a core of cherry and green olive flavors, persisting easily on the long, expressive finish. Drink now through 2019. 220 cases made.|–HS|GREEN OLIVE,EXCELLENT FINISH,CHERRY,SPICE,DISTINCTIVE,FOCUSED,LONG,SUPPLE,|45|Washington|Washington|Dec 15, 2012
CAPE POINT VINEYARDS Sauvignon Blanc Cape Point Barrel Fermented Cape Winemakers Guild|2010|92|This shows lovely lemon verbena, chamomile, honeysuckle and straw notes that are on the rich side, while a rapier of acidity cuts through the finish for great cut and precision. Drink now through 2013. 32 cases made.|–JM|LEMON,CHAMOMILE,ACIDITY,LOVELY,RICH,|-1|South Africa|Coastal Region|Web Only - 2011
CARLISLE Zinfandel Russian River Valley Fanucchi-Wood Road Vineyard|2010|91|Dense and well-structured, with aromas of boysenberry, mineral and aromatic herbs. The flavors are still youthful, with plenty of tannins and crisp acidity, plus appealing notes of cherry, blueberry and anise. Hands off for now. Best from 2015 through 2019. 123 cases made.|–TF|BLUEBERRY,BOYSENBERRY,CHERRY,HERBS,TANNINS,DENSE,WELL-STRUCTURED,ACIDITY,APPEALING,AROMATIC,CRISP,|45|California|Sonoma|Jun 30, 2012
CARLTON CELLARS Pinot Noir Willamette Valley Seven Devils|2010|90|Light and sleek, with intriguing orange peel and tea leaf notes around a core of raspberry and white chocolate, lingering easily on the deft finish. Drink now through 2018. 840 cases made.|–HS|ORANGE PEEL,RASPBERRY,TEA,CHOCOLATE,LIGHT-BODIED,WHITE,DEFT,SLEEK,|20|Oregon|Oregon|Feb 28, 2013
CEDERBERG Sémillon Elim Cape Winemakers Guild|2010|91|Supertight now, this is riveted with mouthwatering minerality and bracing lime notes, with a core of green tea, clementine and green plum in reserve. Excellent length. Should stretch out nicely in the cellar. Drink now through 2012. 66 cases made.|–JM|GREEN TEA,LIME,PLUM,MINERAL,BRACING,LENGTH,MOUTHWATERING,NICE,|-1|South Africa|Cape Agulhas|Web Only - 2010
CEDERBERG Shiraz Cederberg Teen Die Hoog Cape Winemakers Guild|2010|94|This is dynamic, with a torrent of blackberry, plum and raspberry pâte de fruit flavors that course along, pushed by dark licorice, fruitcake and steeped black currant notes. The long finish has lots of sweet spice and briary grip, with a nicely inlaid graphite spine. This has the drive and range to match its heft stride for stride. Best from 2013 through 2019. 65 cases made.|–JM|STEEPED BLACK CURRANT,SWEET SPICE,LONG FINISH,BLACKBERRY,RASPBERRY,FRUITCAKE,FRUIT,MINERAL,LICORICE,DARK,NICE,|-1|South Africa|Cederberg|Web Only - 2012
CHANTE CIGALE Châteauneuf-du-Pape White|2010|90|Quite rich and ripe, with lovely citrus oil, blanched almond and pear skin notes backed by a solid core of green plum fruit and a very juicy finish. Grenache Blanc, Clairette, Roussanne and Bourboulenc. Drink now through 2012. 1,200 cases made.|–JM|CORE,CITRUS,PEAR,PLUM,ALMOND,JUICY,LOVELY,RICH,RIPE,|45|France|Southern Rhône|Oct 15, 2011
CHÂTEAU DE CHANTEGRIVE Graves White Caroline|2010|90|Shows the power of the vintage, with full-bodied candied lemon and grapefruit rind notes up front, star fruit, fennel and Jonagold apple at the core and a long, heather-tinged finish. Rounded and flattering. Drink now through 2014.|–JM|GRAPEFRUIT,LEMON,APPLE,FRUIT,FULL-BODIED,LONG,POWER,|-1|France|Bordeaux|Web Only - 2013
M. CHAPOUTIER Crozes-Hermitage White Les Meysonniers|2010|92|A very ripe, flashy style, with butter, hazelnut and creamed peach and melon fruit flavors all gliding through the lush, lightly honeyed finish. A floral note ripples underneath to keep it all balanced. Drink now through 2015. 250 cases imported.|–JM|PEACH,MELON,HAZELNUT,BUTTER,FLORAL,BALANCE,LUSH,RIPE,STYLE,|36|France|Northern Rhône|Feb 29, 2012
M. CHAPOUTIER Crozes-Hermitage White Petite Ruche|2010|91|Lush up front, but driven, with well-defined dried pineapple, white peach and melon notes racing through the chamomile-tinged finish. Very pure and long. Drink now through 2012. 750 cases imported.|–JM|WHITE PEACH,MELON,PINEAPPLE,LONG,LUSH,PURE,|27|France|Northern Rhône|Sep 30, 2011
M. CHAPOUTIER Châteauneuf-du-Pape White La Bernardine|2010|92|This ripe style displays a brioche frame to the Cavaillon melon, heather, peach and papaya notes, which all glide seamlessly through the full-bodied finish, where a stony hint keeps this honest. Drink now through 2014. 56 cases imported.|–JM|PEACH,MELON,BRIOCHE,FULL-BODIED,RIPE,SEAMLESS,|62|France|Southern Rhône|Oct 15, 2012
M. CHAPOUTIER St.-Joseph White Les Granilites|2010|93|This is ripe and dense, but exhibits lovely lift and definition, as blood orange, chamomile and honeysuckle notes weave in and out of the apricot, peach and persimmon-filled core. The long finish sports a bright minerality for added length. Thoroughly delicious. Drink now through 2015. 25 cases imported.|–JM|LONG FINISH,ORANGE,APRICOT,MINERAL,HONEYSUCKLE,DENSE,BRIGHT,DELICIOUS,LENGTH,LIFT,LOVELY,RIPE,|40|France|Northern Rhône|Oct 31, 2012
CHATEAU STE. MICHELLE Riesling Columbia Valley Cold Creek Vineyard|2010|90|Silky, with a light sweetness to the pear and apple flavors, hinting at talcum as the deft, tangy finish lingers. Drink now through 2016. 7,464 cases made.|–HS|LONG FINISH,APPLE,PEAR,TALCUM,LIGHT-BODIED,DEFT,SILKY,|15|Washington|Washington|Oct 15, 2011
CHATEAU STE. MICHELLE Chardonnay Columbia Valley Indian Wells|2010|90|This sleek, appealing white brims with lemony pear and spice flavors, finishing with a refreshing lilt and surprising intensity. Drink now through 2015. 20,000 cases made.|–HS|PEAR,SPICE,WHITE,APPEALING,INTENSITY,REFRESHING,SLEEK,|17|Washington|Washington|Oct 15, 2012
CHATEAU STE. MICHELLE-DR. LOOSEN Riesling Columbia Valley Eroica|2010|90|Light and appealing for its delicate pear and peach flavors, with hints of mineral and chalk, dancing lightly through the open-weave, off-dry finish. Drink now through 2013. 20,000 cases made.|–HS|PEACH,PEAR,MINERAL,LIGHT-BODIED,APPEALING,DELICATE,|20|Washington|Washington|Apr 30, 2012
JEAN-LOUIS CHAVE SÉLECTION St.-Joseph White Céleste|2010|92|This has a lovely, creamy mouthfeel, with very enticing blood orange, creamed peach, Cavaillon melon and sweetened butter notes. The long, dacquoise-framed finish glides beautifully. Drink now through 2014. 300 cases imported.|–JM|ORANGE,PEACH,MELON,BUTTER,CREAM,BEAUTY,ENTICING,LONG,LOVELY,|34|France|Northern Rhône|Oct 31, 2012
CHEHALEM Riesling Willamette Valley Dry Reserve|2010|91|Silky and refreshing, this is bright with pear, grapefruit and floral flavors that harmonize beautifully and linger deftly. Drink now through 2014. 565 cases made.|–HS|GRAPEFRUIT,PEAR,BEAUTY,BRIGHT,LINGER,REFRESHING,SILKY,|21|Oregon|Oregon|Dec 15, 2011
CHEHALEM Pinot Noir Willamette Valley Vineyard|2010|90|Firm in texture, with a peppermint edge to the juicy raspberry and red plum flavors, finishing in harmony with refined tannins. Drink now through 2018. 5,288 cases made.|–HS|TANNINS,RASPBERRY,PLUM,RED,FIRM,HARMONY,JUICY,TEXTURE,|27|Oregon|Oregon|Feb 28, 2013
DOMAINE DE CHEVALIER Pessac-Léognan White L'Esprit de Chevalier|2010|90|Plump and lively, with dried pineapple, tangerine, white peach and yellow apple fruit flavors mixed together, lined with melon rind and jicama on the honest finish. Drink now through 2014.|–JM|WHITE PEACH,TANGERINE,APPLE,MELON,PINEAPPLE,LIVELY,|-1|France|Bordeaux|Web Only - 2013
DOMAINE DE CHEVALIER Pessac-Léognan White|2010|92|Very pure, lacking the obvious punch of the vintage, with a floral note leading the way for a core of verbena, yellow apple, melon rind and green plum notes. The long, stone-tinged finish features finely beaded acidity. Drink now through 2016.|–JM|ACIDITY,APPLE,PLUM,FLORAL,LONG,PURE,|114|France|Bordeaux|Mar 31, 2013
MARLÈNE & NICOLAS CHEVALIER Crozes-Hermitage White La Motte|2010|91|This shows a toasted almond edge, with brioche, creamed pear, heather and bitter orange notes all folded nicely into one another and sailing through the focused, lengthy finish. Drink now through 2013. 170 cases made.|–JM|ORANGE,PEAR,ALMOND,BRIOCHE,FOCUSED,NICE,|30|France|Northern Rhône|Oct 15, 2012
MARLÈNE & NICOLAS CHEVALIER Crozes-Hermitage White Les Pends|2010|91|Creamy and lush, with opulent creamed peach, buttered brioche, toasted Brazil nut and Cavaillon melon flavors all gliding together through the rounded, lengthy finish. Drink now through 2013. 220 cases made.|–JM|PEACH,MELON,BRIOCHE,CREAM,LUSH,|32|France|Northern Rhône|Oct 15, 2012
LOUIS CHÈZE St.-Joseph White Ro-Rée|2010|90|Plump and open-knit, with a honeyed feel to the creamed melon, peach and heather notes. The rounded, toasty finish is flattering in feel and should win lots of fans. Drink now. 1,330 cases made.|–JM|PEACH,MELON,TOASTY,|45|France|Northern Rhône|Jun 30, 2012
JOH. JOS. CHRISTOFFEL ERBEN Riesling Spätlese Mosel Ürziger Würzgarten|2010|92|Lush aromas and flavors of tropical fruits are focused and pure-tasting, with creamy, mouthfilling texture. The broad finish is filled with pear tart, puff pastry and spice notes. Drink now through 2030. 200 cases made.|–KM|PEAR,CREAM,SPICE,BROAD,FOCUSED,LUSH,PURE-TASTING,TEXTURE,|32|Germany|Germany|Web Only - 2012
DOMAINE DE LA CITADELLE Vin de Pays de Vaucluse Gouverneur St.-Auban White|2010|90|A very plump and flattering style, showing forward peach, anise, almond and brioche notes, with a round, creamy finish. Really enticing. Drink now. 400 cases made.|–JM|PEACH,ALMOND,BRIOCHE,CREAM,ROUND,ENTICING,STYLE,|33|France|Southern Rhône|Oct 15, 2012
CLOS DE L'ORATOIRE DES PAPES Châteauneuf-du-Pape White|2010|90|A ripe, showy style, with a hint of buttery pie dough melding into a core of creamed peach, melon and pear flavors. The long, creamy finish has a lingering blanched almond edge to keep it honest. Drink now through 2013. 500 cases imported.|–JM|PEACH,PEAR,ALMOND,CREAM,LINGER,LONG,RIPE,STYLE,|46|France|Southern Rhône|Jun 15, 2012
CLOS DES PAPES Châteauneuf-du-Pape White|2010|94|Stony, pure and driven, with melon rind, white peach and verbena notes offset by fine cut and precision, as mineral, salted butter and quinine notes ripple through the very lengthy finish. Lovely now, with the fine acidity to develop nicely in the cellar. Drink now through 2018. 800 cases made.|–JM|WHITE PEACH,MELON,BUTTER,MINERAL,ACIDITY,DEVELOP,FINE,LOVELY,PURE,|125|France|Southern Rhône|Nov 15, 2011
CLOS DU MONT-OLIVET Châteauneuf-du-Pape White|2010|90|A fresh, crunchy style, with bouncy honeysuckle, honeydew and green fig flavors followed by a lively, minerally finish. Delicious. Drink now. 3,000 cases made.|–JM|GREEN FIG,SPECIFIC FINISH,HONEYSUCKLE,FRESH,LIVELY,STYLE,|35|France|Southern Rhône|Oct 15, 2011
CLOS FLORIDÈNE Graves White|2010|90|This is rich but crunchy, with Jonagold apple, salted butter and lemon green plum offset by tangy green almond, tarragon and fennel frond. The juicy, full-bodied finish manages to keep a brisk edge. Drink now through 2014.|–JM|LEMON,APPLE,PLUM,ALMOND,BUTTER,FULL-BODIED,JUICY,RICH,|30|France|Bordeaux|Web Only - 2013
CLOS MARSALETTE Pessac-Léognan White|2010|91|Very enticing, with a bright salted butter note leading the way, followed by warm brioche, macadamia nut, green almond, candied citrus peel and white peach flavors, which all glide through the finely tuned finish. Harnesses the punch of the vintage successfully, arriving at a lengthy, creamy display. Drink now through 2015.|–JM|WHITE PEACH,CITRUS,ALMOND,BUTTER,BRIOCHE,CREAM,BRIGHT,ENTICING,WARM,|-1|France|Bordeaux|Web Only - 2013
CLOS ST.-JEAN Châteauneuf-du-Pape White|2010|91|Very fresh, with delicious melon, peach and heather notes and a long, yellow apple-filled finish. Weighty but pure, with excellent definition. Grenache Blanc, Clairette and Roussanne.. Drink now through 2013. 333 cases made.|–JM|PEACH,MELON,DELICIOUS,FRESH,LONG,PURE,|70|France|Southern Rhône|Nov 15, 2011
PAUL CLUVER Pinot Noir Elgin Cape Winemakers Guild|2010|90|This is enticing, with racy blackberry, linzer torte and red currant fruit supported by subtle anise and black tea notes. The long briar-tinged finish has nicely integrated acidity. Drink now through 2013. 40 cases made.|–JM|BLACK TEA,BLACKBERRY,CURRANT,ANISE,RED,ACIDITY,ENTICING,LONG,NICE,RACY,SUBTLE,|-1|South Africa|Overberg|Web Only - 2011
PAUL CLUVER Chardonnay Elgin The Wagon Trial Cape Winemakers Guild|2010|91|Ripe and creamy, with melon, pear and fig notes all laced with grilled hazelnut. A flicker of dried orange peel adds good spine through the flattering finish. A crowd-pleaser. Drink now through 2013. 40 cases made.|–JM|ORANGE PEEL,MELON,FIG,HAZELNUT,CREAM,RIPE,|-1|South Africa|Overberg|Web Only - 2012
COACH HOUSE Cabernet Sauvignon Columbia Valley|2010|91|Dark and exotic, as plum and spice come together on the flavor profile, with a hint of smoked meat. Offers richness without great weight. The finish sings sweetly against refined tannins. Drink now through 2019. 235 cases made.|–HS|TANNINS,PLUM,SPICE,WEIGHT,DARK,RICH,|30|Washington|Washington|Apr 30, 2013
COATTAILS Pinot Noir Willamette Valley|2010|91|Firm and focused, this is juicy with plum and currant fruit on a light frame, finishing on a delicately earthy note as the fruit lingers with refinement. Drink now through 2017. 150 cases made.|–HS|CURRANT,PLUM,FRUIT,EARTHY,LIGHT-BODIED,FIRM,FOCUSED,JUICY,|75|Oregon|Oregon|Sep 30, 2012
JEAN-LUC COLOMBO Hermitage White Le Rouet|2010|93|Very pure, with an almost chiseled feel to the lemon zest, yellow apple and green almond notes. The long finish ripples with fresh, mouthwatering acidity, while echoes of almond and melon check in, boding well for cellaring. Drink now through 2019. 130 cases made.|–JM|LONG FINISH,LEMON,APPLE,MELON,ALMOND,ACIDITY,ECHO,FRESH,PURE,|85|France|Northern Rhône|Sep 30, 2012
COLUMBIA CREST Chardonnay Horse Heaven Hills H3|2010|90|A detailed and refined white, layering its pear, tobacco, clotted cream and spice characters with finesse. The flavors play out gracefully. Deft finish. Drink now through 2015. 15,100 cases made.|–HS|PEAR,CREAM,SPICE,WHITE,DEFT,DETAILED,FINESSE,GRACE,|15|Washington|Washington|Oct 15, 2012
COLUMBIA CREST Chardonnay Horse Heaven Hills Reserve|2010|90|A fresh and inviting white, delivering juicy pear and vanilla flavors that pick up a zing of lime as the finish lingers, rounded out by a touch of creamy oak. Drink now through 2015. 200 cases made.|–HS|CREAMY OAK,LONG FINISH,LIME,PEAR,VANILLA,WHITE,FRESH,JUICY,|20|Washington|Washington|Nov 30, 2012
COLUMBIA CREST Cabernet Sauvignon Horse Heaven Hills H3|2010|90|Polished and distinctive, offering chocolate and espresso accents around a supple core of cherry and fresh currant fruit. The finish is well-defined, with a silky feel. Drink now through 2019. 145,000 cases made.|–HS|CURRANT,CHERRY,CHOCOLATE,ESPRESSO,DISTINCTIVE,FRESH,POLISHED,SILKY,SUPPLE,|15|Washington|Washington|Nov 30, 2012
COLUMBIA CREST H3 Les Chevaux Horse Heaven Hills|2010|90|Supple and spicy, with a plush-textured, dark-hued, blackberry-rich mouthful lingering against creamy oak notes on the long and polished finish. Merlot, Cabernet Sauvignon and Syrah. Drink now through 2017. 72,000 cases made.|–HS|CREAMY OAK,SPICE,LINGER,LONG,POLISHED,SUPPLE,|15|Washington|Washington|Nov 30, 2012
CHÂTEAU COS-D'ESTOURNEL Bordeaux White|2010|90|Features a whiff of matchstick before giving way to tangy citrus rind, pink grapefruit and salted butter notes. The long finish stays taut, with a pleasantly bitter almond and quinine profile. Offers an intriguing range of flavors and should settle in with some cellaring. Drink now through 2016.|–JM|LONG FINISH,CITRUS,GRAPEFRUIT,ALMOND,BUTTER,TAUT,|80|France|Bordeaux|Mar 31, 2013
CHÂTEAU COUHINS-LURTON Pessac-Léognan White|2010|90|Offers flattering macadamia nut, white peach and heather notes allied to a fresh, pure, driving finish. Drink now through 2015.|–JM|WHITE PEACH,FRESH,|40|France|Bordeaux|Mar 31, 2013
COULY-DUTHEIL Chinon White Les Chanteaux|2010|90|This is wonderfully pure, with a salted butter frame to the Jonagold apple, star fruit and chamomile notes. Round, pure and enticing through the finish. Drink now through 2012. 1,400 cases made.|–JM|APPLE,FRUIT,BUTTER,CHAMOMILE,ROUND,ENTICING,PURE,|24|France|Loire|Oct 15, 2011
DOMAINE COURBIS St.-Joseph White|2010|91|Pure and racy, with piercing yellow apple, Cavaillon melon and salted butter notes laced with chamomile and quinine. Long, with gorgeous mouthfeel on the finish. Drink now through 2013. 850 cases made.|–JM|APPLE,MELON,BUTTER,CHAMOMILE,GORGEOUS,LONG,PURE,RACY,|35|France|Northern Rhône|Oct 31, 2011
CHÂTEAU COUTET Bordeaux White Opalie de Château Coutet|2010|91|Rich, with lemon curd and heather notes leading the way, followed by flavors of candied citrus, grapefruit rind, citrus oil and a flash of brioche. Still quite fresh, but the long finish hints at a mellow nuttiness that will develop with age. Drink now through 2015.|–JM|LEMON CURD,LONG FINISH,CITRUS,BRIOCHE,DEVELOP,FRESH,RICH,|44|France|Bordeaux|Mar 31, 2013
YVES CUILLERON St.-Joseph White St.-Pierre|2010|92|A lush, broad, toasty style, exhibiting lots of heather, graham cracker, warm piecrust, glazed pear and fig, all layered nicely and gliding through the creamy finish. Not shy in style, but has depth and drive, with a lingering apricot note. Drink now through 2013. 20 cases imported.|–JM|APRICOT,PEAR,FIG,TOASTY,CREAM,BROAD,DEPTH,LAYERS,LINGER,LUSH,STYLE,WARM,|56|France|Northern Rhône|Sep 30, 2012
JEAN DANEEL Chenin Blanc Western Cape|2010|90|Ripe and nicely toasty, this features a caressing brioche note that lets the persimmon, melon and quince flavors splay out nicely through the meringue-tinged finish. Delicious. Drink now through 2013. 600 cases made.|–JM|QUINCE,MELON,TOASTY,BRIOCHE,DELICIOUS,NICE,RIPE,|28|South Africa|Western Cape|Oct 31, 2012
DE GRENDEL Sauvignon Blanc Coastal Region Amandelboord Cape Winemakers Guild|2010|91|Pure and chiseled, with bracing lime, fleur de sel and white asparagus notes allied to a rich but racy frame, followed by a long, lime- and mineral-filled finish. Drink now. 88 cases made.|–JM|FLEUR DE SEL,LIME,ASPARAGUS,BRACING,LONG,PURE,RACY,RICH,|-1|South Africa|Coastal Region|Web Only - 2010
DE TRAFFORD Syrah Walker Bay Placemat Shale|2010|91|Dark and alluring, with lots of mulled fig, plum and boysenberry fruit melded together, laced with charcoal and anise notes. Nicely structured, with a crumpled velvet feel through the finish. Drink now through 2017. 25 cases made.|–JM|BOYSENBERRY,PLUM,FIG,ANISE,WELL-STRUCTURED,ALLURING,DARK,NICE,|37|South Africa|Walker Bay|Web Only - 2012
DE TRAFFORD Syrah Walker Bay Placemat Limestone|2010|92|Fleshy at first, with plush edges to the linzer torte, blackberry and plum compote notes, but then there's an underlying racy edge on the finish, with violet, pastis and bramble kicking in for extra length and cut. This has weight, but also lots of finesse. Drink now through 2017. 25 cases made.|–JM|BLACKBERRY,PLUM,BRAMBLE,VIOLET,WEIGHT,FINESSE,FLESHY,LENGTH,PLUSH,RACY,|37|South Africa|Walker Bay|Web Only - 2012
DE TRAFFORD Sijnn White Malgas|2010|91|Ripe and lush, with mango, creamed Jonagold apple, green fig and persimmon fruit flavors gliding along beautifully, allied to a bitter lemon spine and backed by a note of hazelnut oil on the finish. Chenin Blanc and Viognier. Drink now through 2014. 150 cases made.|–JM|GREEN FIG,LEMON,APPLE,MANGO,FRUIT,HAZELNUT,BEAUTY,LUSH,RIPE,|36|South Africa|Breede River Valley|Oct 31, 2012
DE WETSHOF Chardonnay Robertson Lesca|2010|90|Nicely toasted, with a hint of warm piecrust weaving through the creamed pear, fig and apple fruit flavors and carrying through on the creamy, enticing finish. Drink now. 3,000 cases made.|–JM|APPLE,PEAR,CREAM,NICE,WARM,|18|South Africa|Breede River Valley|May 31, 2012
DELILLE Chaleur Estate White Columbia Valley|2010|90|A fresh and citrusy white, this is juicy, delivering lemon and verbena aromas and flavors. A touch of tobacco and hint of butter mark the finish. Sauvignon Blanc and Sémillon. Drink now through 2014. 1,250 cases made.|–HS|LEMON,TOBACCO,BUTTER,WHITE,FRESH,JUICY,|37|Washington|Washington|Web Only - 2012
DENNER The Dirt Worshipper Central Coast|2010|91|Firm and trim, with spicy, peppery dried beef, dried berry and fresh earth nuances that are focused and complex. Syrah and Viognier. Drink now through 2020. 700 cases made.|–JL|DRIED BERRY,EARTHY,PEPPER,SPICE,COMPLEX,FIRM,FOCUSED,|60|California|Other California|Mar 31, 2013
DIFFONTY & FILS Châteauneuf-du-Pape White Château Sixtine|2010|90|A ripe, toasty, slightly nutty style, with enticing butter, toasted brioche, warm pound cake, lemon cream and heather notes all gliding through the showy finish. Perhaps a bit overt for some, but this has depth and length. Drink now. 180 cases made.|–JM|LEMON,BUTTER,TOASTY,BRIOCHE,DEPTH,ENTICING,LENGTH,RIPE,STYLE,|60|France|Southern Rhône|May 31, 2012
CHÂTEAU DOISY DAËNE Bordeaux White|2010|92|Vibrant, with mouthwatering lemon rind, bitter grapefruit and chamomile notes, flecked with floral and chartreuse hints. Very pure, featuring a spine that will hold up to aging. Drink now through 2019.|–JM|GRAPEFRUIT,LEMON,CHAMOMILE,FLORAL,MOUTHWATERING,PURE,VIBRANT,|-1|France|Bordeaux|Web Only - 2013
DONELAN Syrah Russian River Valley Walker Vine Hill|2010|91|Tightly bundled, with a mix of loamy earth, dark berry, cedar, hazelnut and tobacco, this impresses with detailed flavors that linger on the finish. Drink now through 2022. 350 cases made.|–JL|DARK BERRY,TOBACCO,HAZELNUT,MINERAL,DETAILED,LINGER,|45|California|Sonoma|Mar 31, 2013
DUNHAM Chardonnay Columbia Valley Shirley Mays Lewis Estate Vineyard|2010|90|Silky and spicy, brimming with pear, cream and tobacco flavors on an opulent frame. Finishes with spicy character and a deft balance of acidity. Drink now through 2015. 426 cases made.|–HS|PEAR,TOBACCO,SPICE,ACIDITY,BALANCE,CHARACTER,DEFT,SILKY,|24|Washington|Washington|Oct 15, 2011
RAYMOND DUPONT-FAHN Auxey-Duresses White Les Vireux|2010|90|Marked by spicy oak, this white is sleek and evokes peach, apple and honey flavors. Balanced, building to a long finish. Drink now through 2018. 50 cases imported.|–BS|SPICY OAK,LONG FINISH,APPLE,PEACH,WHITE,BALANCE,SLEEK,|33|France|Burgundy|Web Only - 2013
DOMAINE D'E CROCE Patrimonio Y Leccia White|2010|91|This crystalline style delivers a lively array of well-spiced crisp apple, citrus and fresh-cut pear flavors. Concentrated ripe citrus notes linger on the finish, with hints of glazed apricot, melon and white pepper. Drink now through 2018. 100 cases imported.|–KM|WHITE PEPPER,CITRUS,APPLE,APRICOT,PEAR,CONCENTRATED,CRISP,LINGER,LIVELY,STYLE,|38|France|Corsica|Web Only - 2012
